agent,message,negotiation_id,turn
mturk_agent_1,"Well, with you being active you need the water as well.  You originally offered 3 foods.  I will take the 3 foods.  You will need the extra hydration with your active style.  You should take the 2 water and firewood.",207,2
mturk_agent_2,Very true. I’m glad to see that we can compromise. However my original offer was for 3 foods for you and 3 waters for me. So how about 2 foods for you 1 water and 1 firewood. And I’ll take 1 food 2 water and 2 firewood. That should meet both of our needs 🙂,207,3
mturk_agent_1,I will pack my water purification set.  I will happily take the 3 foods and how about 2 firewoods?  ;),207,3
mturk_agent_2,Make it 3 foods and 1 firewood and you have a deal !,207,4
mturk_agent_1,You are killing me here.  I wish we could divide 1 item.  I will accept your offer.,207,4
mturk_agent_2,I agree wish we could split things up. Sending deal now,207,5
mturk_agent_1,Submit-Deal,207,5
mturk_agent_2,Accept-Deal,207,6
mturk_agent_1,hello getting ready for a camping trip,208,0
mturk_agent_2,yes!  i'm looking for firewood.  what's most important to you?,208,0
mturk_agent_1,food must important for me,208,1
mturk_agent_2,"ok what if i take all the wood, you take all the food and we split the water?",208,1
mturk_agent_1,"how about i take 3 food, you take 2 firewood, 2 water",208,2
mturk_agent_2,ok sure!,208,2
mturk_agent_1,deal🙂,208,3
mturk_agent_2,well that was easy,208,3
mturk_agent_1,yes🙂,208,4
mturk_agent_2,i do love camping!,208,4
mturk_agent_1,Submit-Deal,208,5
mturk_agent_2,Accept-Deal,208,5
mturk_agent_1,"Good day, i'm excited about this camping trip. 🙂 I hope you are as well. I was hoping i could get 2 food, 1 firewood, and 2 water. Is that okay with you?",209,0
mturk_agent_2,"That is not ok. I have a medical condition where i need more water to stay hydrated, we also have a large family with a breast feeding mother. The firewood you can have all of",209,0
mturk_agent_1,"Well i'm diabetic and i'm worried about my blood sugar levels dropping to low. So how about i take 2 food,  and 3 firewood which would leave you all the water and 1 food.",209,1
mturk_agent_2,"You can have 2 food if i can have atleast 1 wood, then we can hunt but will need to cook more",209,1
mturk_agent_1,"Is there any chance i can have one water, if so then i agree to your deal.",209,2
mturk_agent_2,Nah its ok we can go with the first suggestion,209,2
mturk_agent_1,"are you talking about where i get 2 food, 1 firewood, and 2 waters. And you get 1 food, 2 firewood, and 1 water. Or are you talking about a different one?",209,3
mturk_agent_2,The one wher ei get all the water and 1 food,209,3
mturk_agent_1,Okay so you will get 1 food and 3 water. And i get 2 food and 3 firewood. Correct?,209,4
mturk_agent_2,y,209,4
mturk_agent_1,Submit-Deal,209,5
mturk_agent_2,Accept-Deal,209,5
mturk_agent_2,Hello! how are you doing? are you excited to go camping,21,0
mturk_agent_1,"Yep! Been closed up too long with this Covid-19 stuff.😡Wish it would like the Prez sez ""go away""",21,0
mturk_agent_2,"Yeah, it's very sad these days",21,1
mturk_agent_1,Then I got here and noticed I didn't pack my cooking sterno and critters go into some of my food☹️Kinda puts a damper on the trip.,21,1
mturk_agent_2,"Oh, i see. How about you get 2 food 1 firewood and 1 water. I need the extra firewood to stay warm at night",21,2
mturk_agent_1,"Yeah, that should work. I brought plenty of water and the critters left that alone. You planning to go out on the trails at all?",21,2
mturk_agent_2,"I do have a little hike planned, so the water comes in handy. I am more excited to relax and fish",21,3
mturk_agent_1,"Well I want to go run the trail, but like to check it out first. Perhaps we could walk one together. perhaps in a couple moments we could fix the supply situation .",21,3
mturk_agent_2,"Yeah, that would be fun. ",21,4
mturk_agent_1,"Well, why dont you propose how to divvy up the packages and we can get on with out camping?",21,4
mturk_agent_2,"for me. 2 firewood, 1 food and 2 waters",21,5
mturk_agent_1,Submit-Deal,21,5
mturk_agent_2,Accept-Deal,21,6
mturk_agent_2,Hey! Nice to see a fellow camper!🙂,210,0
mturk_agent_1,Hi very nice to see you too.,210,0
mturk_agent_2,Man. Last night after we got here an animal got into our stuff and ate some of our food and damaged some of our water.😡. I am so mad at myself!,210,1
mturk_agent_1,Ok We will have deal on our needs.,210,1
mturk_agent_2,That would be great. I was afraid I might have to run into town and waste some of my down time. Thanks.,210,2
mturk_agent_1,Ok. What are the specific needs for you. You want only food and water right?,210,2
mturk_agent_2,"Don't need alot, but not needing fire wood at all. I can scrounge that from dead wood around my campsite. Did you have something in mind?",210,3
mturk_agent_1,Ya. I need all firewood. Because  mines are get wet. Shall I take all firewood and one bottle of water and one food.,210,3
mturk_agent_2,You are the man! I hope you don't take offense. Any more some words have meanings that I haven't kept up on. Sorry to hear that your wood got wet; that is a bummer!,210,4
mturk_agent_1,Are you agree with me? I mean my needs.,210,4
mturk_agent_2,Submit-Deal,210,5
mturk_agent_1,Accept-Deal,210,5
mturk_agent_1,Hi! Hope you are having fun camping.,211,0
mturk_agent_2,"Yes, I do enjoy camping, especially if I have plenty of water.",211,0
mturk_agent_1,Did you forget to carry water? Or did you bring too much?,211,1
mturk_agent_2,"I tend to get dehydrated very easily, so I need at least two of the additional packages of water.",211,1
mturk_agent_1,"I see. It so happens that the food we carried was accidentally left in the car and the food items have gone bad. If we can keep the food, you can have 2 waters.",211,2
mturk_agent_2,"I would like to do quite a bit of hiking.  I would like 2 water, 2 food, and 0 firewood.",211,2
mturk_agent_1,"well, that will not work for us. We have kids and we do really need the food. I hope you understand. We can try and make it with 1 water but we would need the food ☹️",211,3
mturk_agent_2,"it looks like we have a problem.  2 water, and 1 food only gives me 3 items.  I really don't need any extra firewood.☹️",211,3
mturk_agent_1,"Well, you can still have a firewood. We can take 2 food, 1 water and 1-2 firewood. You can keep 2 waters, 1 food, and 1-2 firewoods. ",211,4
mturk_agent_2,"I guess that I can change my plans somewhat, and spend more time around the fire.  Maybe I can roast some marshmallows.  I could take 2 water, 1 food, and 2 firewood.",211,4
mturk_agent_1,Hmmm. We may be able to make that work ,211,5
mturk_agent_2,Submit-Deal,211,5
mturk_agent_1,Accept-Deal,211,6
mturk_agent_1,"Hello, excited for a camping trip?? 🙂",212,0
mturk_agent_2,"Yes! I think it will be so much fun, and nice to get away. 🙂",212,0
mturk_agent_1,For sure.. I am just busy planning and getting supplies - do not want to forget anything. 😮,212,1
mturk_agent_2,"Most definitely! I have been making a list for a week. I am worried that my disability will make it difficult for me to get supplies once I get there, so I want to make sure I have all I need before we leave! ",212,1
mturk_agent_1,"Oh yes, you want to be prepared. I am most worried about water because I get dehydrated easy and start getting ill - would be bad to have an emergency situation due to this.. What are your biggest concerns?",212,2
mturk_agent_2,"Water and firewood are my biggest concerns. My spinal cord injury will make it difficult to find both in the wilderness. You definitely need to have enough water if it makes you ill! How about I take one water and you can take two, but I'd like all the firewood. If I have to find water, I will not have the energy to gather wood as well. What do you think?",212,2
mturk_agent_1,Hmm. I think I can do that. Now what about food?,212,3
mturk_agent_2,"Since there is not an even number of extra food, I think that we should try to split it fairly. When I can drink a lot of water, I don't eat as much. Are you a big eater?",212,3
mturk_agent_1,I need to eat often but not big portions. However I do get grumpy if I do not snack every so often. I would like to have 2 food?,212,4
mturk_agent_2,I would be happy to let you have two of the food! I was thinking I would just need one. ,212,4
mturk_agent_1,"great, so I would take 2 water and 2 food, the rest is yours?",212,5
mturk_agent_2,"That seems fair to me, I would get one water, three wood, and one food. You would get the two water and two food. Does that sound like a good plan for you?",212,5
mturk_agent_1,yes,212,6
mturk_agent_2,Submit-Deal,212,6
mturk_agent_1,Accept-Deal,212,7
mturk_agent_1,Hello!🙂 I am going camping at Joshua Tree NP in very warm and dry conditions. We have a pretty large group.  I am looking to take the extra water and firewood. The evenings will be cool and there is not much wood there.,213,0
mturk_agent_2,Hi.. I can understand your concern. I'll be okay to share with you water packs.my area is covered by full winter. I need at least 2 pack of firewood.🙂,213,0
mturk_agent_1,"😮 Thanks for considering my water needs . . . I can see that the firewood would be important for you. I could give up two of the firewood to you, but that would be a problem.  We were planning to do some hunting and cook some of our food.  Without the firewood, I would need to bring more food.  I am willing to give you two of the firewood packages if you could leave the 3 food packages for me.  We have a large group and about one/third of them are college-age--they like and need to eat.🙂",213,1
mturk_agent_2,i'm happy to hear that you are considering my  need. I have 2 children in my house. I need at least ! pack of food to feed them. Kindly consider it.,213,1
mturk_agent_1,"I am willing to do that.  You can take two of the firewood and one food, and I will take the water, other firewood and 2 food packages. Do you agree?🙂",213,2
mturk_agent_2,"I need 1 pack of water, 1 pack of food, 2 pack of fire wood.  Totally i will take 4 packs.  You are going to take 5 packs.☹️",213,2
mturk_agent_1,"I think it is important to consider that it is about need, not just about evenness of distribution. You are going to be camping in wintry, snowy conditions where a lot of water is not needed.  I urge you to reconsider my offer. If you are just going with your immediate family, you should be fine.  I have over 20 in my group. ",213,3
mturk_agent_2,"if in this case, You take 3 pack of water and provide me 3 pack of firewood. Will this okay for u?",213,3
mturk_agent_1,What about the food?,213,4
mturk_agent_2,1 pack of food is enough for me. You take 2 pack. I think this will work for you.,213,4
mturk_agent_1,"Sorry, that won't work for me.☹️ Without enough extra food, I will need more firewood.  My counter offer is to take the three waters and three food. I am running out of time, and if we don't work out a deal, then we'll both suffer.  Please reconsider.",213,5
